Date,Snow_Cover_Percentage,NDVI_Median,DSSM,NEE_U50_f_mean,rH_f_mean,Tair_f_mean,Tair_f_min,Tair_f_max,Rg_f_mean,Rg_f_min,Rg_f_max,VPD_f_mean,SWC_10cm,TS_10cm,precipitation_rate
2018-06-24,100.0,-0.090561066432923,370,,90.57916666666668,1.4682143749999998,0.50146,5.1969,339.3993541666667,55.352,742.35,0.6597643750000001,10.8,-1.324,0.0
2018-06-25,100.0,-0.0908520363788775,371,,88.44270833333333,1.9688597916666664,0.135,4.0465,296.38979166666667,41.152,602.56,0.8523975,10.8,-1.297,0.0
2018-06-26,100.0,-0.0911430063248319,372,,81.1925,2.75826875,1.3866,4.1712,352.46325,61.848,667.07,1.4141199999999998,10.8,-1.279,0.1
2018-06-27,100.0,-0.0914339762707864,373,,87.44583333333333,2.387564583333333,1.1273,3.6934,282.734125,44.783,614.72,0.9194666666666668,10.8,-1.262,0.0
2018-06-28,100.0,-0.0917249462167409,374,,75.97229166666666,4.3624375,2.1966,6.7788,371.71552083333336,36.41,664.45,2.040821041666667,10.8,-1.249,0.0
2018-06-29,100.0,-0.0920159161626954,375,,88.98416666666667,1.2100045,-1.1603,3.8108,366.0083333333334,66.85,689.13,0.7847016458333332,10.8,-1.234,0.0
2018-06-30,100.0,-0.0923068861086498,376,,92.72083333333336,1.0382882916666667,-1.2729,3.3189,279.400625,57.568,715.5,0.498679375,10.8,-1.219,0.0
2018-07-01,100.0,-0.0925978560546043,377,,86.94895833333334,2.3710291666666667,0.8228,4.8405,329.32475,47.92,658.95,0.967419375,10.8,-1.205,0.0
2018-07-02,100.0,-0.0928888260005588,378,,92.72020833333332,0.7787322083333333,-0.69323,4.8256,293.3862708333333,58.068,681.16,0.5049548541666666,10.8,-1.191,0.0
2018-07-03,100.0,-0.0931797959465133,379,,96.87916666666666,0.2094031041666666,-0.80785,1.7828,242.3215,25.205,566.32,0.1990036666666666,10.9,-1.18,0.0
2018-07-04,100.0,-0.0934707658924677,380,,93.66041666666666,0.9144726354166668,-0.23579,3.4341,244.24133333333336,30.554,626.08,0.4242284583333333,10.9,-1.166,0.0
2018-07-05,100.0,-0.0937617358384222,381,,98.89791666666667,-0.4304372708333333,-1.0864,0.18427,230.353375,39.921,513.24,0.0654587916666666,10.9,-1.152,0.0
2018-07-06,100.0,-0.0940527057843767,382,0.013964698125,96.15625,0.8365020833333334,-1.6243,3.0676,154.91089583333334,25.617,307.37,0.2690346458333333,10.9,-1.143,0.7
2018-07-07,99.985,-0.0943436757303312,383,0.0177118464583333,90.42291666666668,3.2140166666666663,1.2549,4.5196,170.28579166666665,15.852,500.69,0.7523147916666667,10.9,-1.137,2.3
2018-07-08,99.97,-0.0946346456762856,384,0.0311392479166666,96.56604166666666,1.3600439583333337,-1.1432,4.5587,283.2759791666667,22.303,620.09,0.2525240416666666,10.9,-1.121,0.0
2018-07-09,99.955,-0.0949256156222401,385,0.0360396104166666,98.4,-0.6472489375,-1.571,0.6145,294.3275208333333,24.853,667.25,0.0942541458333333,11.0,-1.094,0.0
2018-07-10,99.94,-0.0952165855681946,386,0.1036228002083333,91.8875,2.0821199583333336,-0.42343,5.8301,351.4269166666666,49.775,649.57,0.6098817708333334,11.0,-1.069,0.0
2018-07-11,100.0,-0.0955075555141491,387,0.1141667020833333,91.37291666666664,2.10712875,0.28818,4.2447,350.29685416666666,60.739,643.26,0.6236406250000001,11.1,-1.048,0.0
2018-07-12,97.98,-0.0918654897092412,388,0.1087718333333333,70.37333333333333,5.346360416666666,1.6009,10.664,351.0283125,61.647,649.07,2.82121,11.1,-1.027,0.0
2018-07-13,99.67673643243792,-0.0882234239043333,389,,65.373125,5.0228,1.1907,8.4312,343.85358333333335,29.144,647.09,3.155589583333333,11.2,-1.005,0.0
2018-07-14,95.02,-0.0797012726512799,390,0.2597764583333333,75.185625,3.4678541666666667,1.882,5.3493,306.36983333333336,30.735,647.39,1.9652364583333333,11.3,-0.978,0.0
2018-07-15,93.04,-0.0711791213982265,391,0.1998055833333333,76.69145833333333,4.956147916666667,2.0221,7.9237,264.74608333333333,18.665,634.95,2.0591241666666664,11.3,-0.95,0.0
2018-07-16,88.46,-0.0626569701451731,392,0.3117102083333333,82.25125,2.8275083333333337,1.6517,4.359,247.632,54.943,607.5,1.3388714583333332,11.4,-0.917,0.0
2018-07-17,72.88,-0.0541348188921197,393,0.2431105208333333,93.07145833333334,0.5969931041666666,-1.0564,2.1946,219.4553125,29.485,500.26,0.4631919166666667,11.6,-0.888,0.0
2018-07-18,57.3,-0.0456126676390663,394,0.2115128541666666,90.63125,2.2810979166666665,1.2032,3.4925,86.42160416666667,16.889,173.14,0.68241,11.9,-0.866,0.0
2018-07-19,53.22,-0.0370905163860129,395,0.2736153291666667,68.97229166666666,5.667189583333333,3.1685,8.9138,239.4471875,13.083,633.73,2.95065625,12.3,-0.853,0.0
2018-07-20,43.99,-0.0285683651329595,396,0.5753824375,78.33604166666667,4.2389270833333335,2.1097,7.0476,279.576375,25.109,728.25,1.8243945833333333,22.7,-0.836,0.0
2018-07-21,37.27,-0.0200462138799061,397,0.3944476354166666,90.11166666666666,2.7907241666666667,0.78877,4.4899,320.271875,23.803,623.02,0.7490783333333333,44.2,-0.79,0.0
2018-07-22,32.07,-0.0115240626268528,398,0.3155822291666667,89.341875,2.551434770833333,-0.75095,5.2173,319.22841666666665,27.873,623.77,0.8162866666666666,44.3,-0.729,0.0
2018-07-23,14.53,-0.0030019113737994,399,0.5332277083333333,60.860625,7.258948541666666,0.76609,11.783,319.23762500000004,18.558,647.82,4.554209583333333,42.4,-0.682,0.0
2018-07-24,14.56,0.0055202398792539,400,0.4434217916666667,69.411875,5.907322916666666,2.0158,9.634,284.88691666666665,21.297,614.47,2.9360708333333334,40.8,-0.632,0.0
2018-07-25,9.05,0.0140423911323073,401,0.2496207708333333,84.22833333333334,4.163633333333333,2.2478,5.8597,240.98160416666667,28.333,526.89,1.3281720833333333,40.8,-0.564,0.0
2018-07-26,6.68,0.0225645423853607,402,-0.0513757,98.00833333333333,1.5105772375,-0.092801,3.1386,228.76222916666663,15.201,584.88,0.1389985833333333,40.8,-0.487,0.0
2018-07-27,4.31,0.0310866936384141,0,0.1854140625,95.925,1.5915750208333332,-0.099949,4.7269,230.07441666666668,13.039,530.66,0.3043245625,40.8,-0.415,0.0
2018-07-28,1.94,0.0396088448914675,1,0.29861935875,87.56479166666666,4.915179166666666,1.806,7.5728,291.82222916666666,17.054,583.39,1.124088125,40.8,-0.211,0.0
2018-07-29,1.32,0.0481309961445209,2,0.39044225,60.657916666666665,8.480114583333334,5.3455,11.455,241.4786875,16.021,567.49,4.44484375,40.7,0.216,0.0
2018-07-30,0.43,0.0566531473975742,3,0.2901997916666666,72.35354166666666,6.479333333333333,4.5725,8.4646,74.13877083333334,11.847,161.56,2.6992708333333333,40.7,0.326,1.3
2018-07-31,0.0,0.0651752986506276,4,0.0970775833333333,82.55104166666666,6.121758333333333,4.2024,7.8108,203.3785625,10.456,535.94,1.679233125,40.7,0.711,0.0
2018-08-01,0.0,0.073697449903681,5,0.277014125,89.30624999999999,5.642885416666666,3.0759,7.9872,61.29974166666667,9.4906,202.86,0.993401875,40.8,0.698,9.7
2018-08-02,0.0,0.0822196011567344,6,0.1549309583333333,95.09791666666666,4.520227083333333,3.5255,5.6016,82.8718625,2.0143,344.46,0.4178035416666666,41.3,0.87,4.8
2018-08-03,0.0,0.0907417524097878,7,0.1333647083333333,93.634375,4.33270625,3.1094,5.2647,105.69441875,4.7478,302.9,0.5355887916666667,41.3,1.161,0.4
2018-08-04,0.0,0.0992639036628412,8,-0.2074264999999999,97.16458333333333,3.5219791666666667,1.9163,4.9985,140.59449791666665,3.6779,374.84,0.2281575,41.3,1.548,0.0
2018-08-05,0.0,0.1077860549158946,9,0.1550366604166666,93.66458333333333,4.117897916666666,1.6357,5.8912,73.28892916666666,5.1893,227.77,0.5476492291666667,41.2,1.514,0.2
2018-08-06,0.0,0.1163082061689479,10,0.1120551041666666,91.93645833333332,5.770685416666667,4.1353,8.0494,86.5159,4.811,271.34,0.7693604166666667,40.9,1.777,0.5
2018-08-07,0.0,0.1248303574220013,11,-0.08394871875,80.73604166666667,7.679966666666666,3.2315,11.441,240.2208104166667,9.1939,522.62,2.2423752083333333,40.6,2.527,0.0
2018-08-08,0.0,0.1333525086750547,12,-0.2438928958333333,79.12791666666666,6.884772916666667,3.3453,9.7331,202.93578125,5.9362,547.05,2.1549560416666664,40.4,2.996,0.0
2018-08-09,0.0,0.1418746599281081,13,0.0124945833333333,97.52708333333334,2.675640625,0.9155,3.9462,182.295625,4.2711,445.25,0.1895987083333333,40.0,2.88,0.0
2018-08-10,0.0,0.1503968111811615,14,-0.1853526458333333,93.84635416666669,2.7813525416666667,-0.27292,5.0282,223.34133333333327,3.6199,515.91,0.5040263958333333,39.5,2.757,0.0
2018-08-11,0.0,0.1589189624342149,15,-0.17060475,92.148125,4.455714166666667,0.33046,8.4829,217.52905,2.4427,511.52,0.7831698958333333,39.2,3.09,0.0
2018-08-12,0.0,0.1674411136872683,16,-0.19773925,89.234375,5.873279166666666,1.9452,9.1976,224.39393125,2.3807,511.5,1.107489333333333,39.0,3.173,0.0
2018-08-13,0.0,0.1759632649403217,17,-0.1294639166666666,98.85416666666669,1.73300625,0.64261,2.9629,98.066693125,0.78937,278.39,0.0802358541666666,38.8,3.075,0.0
2018-08-14,0.0,0.1844854161933751,18,-0.2070831875,98.2625,0.8885922916666668,0.45616,1.3295,104.92085854166668,0.85141,308.05,0.1135301041666666,38.7,2.488,0.2
2018-08-15,0.0,0.1930075674464285,19,-0.1245535624999999,97.27708333333334,1.9085539583333333,0.86726,2.8373,99.13292375,0.12765,378.61,0.1957659791666667,38.6,2.345,0.3
2018-08-16,0.0,0.2015297186994818,20,-0.3492453333333333,95.10208333333333,3.3161458333333336,1.1645,5.733,191.8628860622917,-0.00065901,492.04,0.4163476458333333,38.5,2.699,0.2
2018-08-17,0.0,0.2100518699525352,21,-0.128081875,91.39395833333332,3.691263125,-0.047645,6.8481,193.905388125,-1.191,483.14,0.7863311875,38.4,2.653,0.0
2018-08-18,0.0,0.2185740212055886,22,-0.1714508541666667,80.98270833333333,5.026927083333333,2.0086,8.0693,195.28434885416667,-1.5501,537.2,1.7746375,38.3,2.53,0.0
2018-08-19,0.0,0.227096172458642,23,-0.2125536458333333,71.25625000000001,6.14455625,1.7048,10.203,194.2453670625,-2.8927,473.69,2.9612641666666666,38.2,2.365,0.0
2018-08-20,0.0,0.2356183237116954,24,-0.2418285624999999,74.11729166666667,5.503539583333333,1.1645,8.7942,189.7967874583333,-2.9026,464.15,2.480518541666666,38.2,2.336,0.0
2018-08-21,0.0,0.2441404749647488,25,-0.2266389375,75.21875,5.217854166666666,1.7052,9.34,185.42310666666663,-3.3921,452.23,2.345226875,38.1,2.21,0.0
2018-08-22,0.0,0.2526626262178022,26,-0.265713125,86.9375,3.682062270833333,0.090899,7.2334,157.61322966666668,-3.2427,487.69,1.1545386666666666,38.0,1.977,0.0
2018-08-23,0.0,0.2611847774708556,27,0.0008771083333333,82.10666666666667,3.6144625,-0.10301,7.2628,68.91966916666667,-3.0838,177.8,1.6464942291666669,38.0,2.055,0.0
2018-08-24,0.0,0.269706928723909,28,-0.198732433125,74.98645833333333,3.673497916666667,1.3457,6.1889,116.82486058333332,-2.4275,549.47,2.0821891666666668,37.9,1.718,0.0
2018-08-25,0.0,0.2782290799769624,29,-0.2732226645833333,75.19083333333333,3.859655,0.55639,6.9691,170.51567333333332,-2.7538,435.46,2.119307916666666,37.8,1.713,0.0
2018-08-26,0.0,0.2867512312300158,30,-0.0904096666666666,77.58604166666667,2.6714091875,-0.23571,6.1006,164.12944645833332,-4.0036,437.81,1.8740074375,37.8,1.532,0.0
2018-08-27,0.0,0.2952733824830691,31,-0.0900993958333333,77.86854166666667,2.2443609375,-0.27497,4.8627,153.57359916666667,-3.6932,429.43,1.665500625,37.8,1.214,0.0
2018-08-28,0.0,0.3037955337361225,32,0.0081664770833333,56.10145833333333,2.9438258333333334,-0.75718,5.8912,158.29260291666665,-4.4883,441.39,3.500374583333333,37.7,0.763,0.0
2018-08-29,0.0,0.3123176849891759,33,-0.0257884583333333,52.989375,3.420032395833333,-0.61566,5.9552,138.56515416666667,-3.9586,482.75,3.7942354166666665,37.6,0.907,0.0
2018-08-30,0.0,0.3208398362422293,34,0.0995245833333333,58.642500000000005,2.4167702291666666,-2.0531,6.4377,149.539203125,-4.4434,405.66,3.244653125,37.5,0.525,0.0
2018-08-31,0.0,0.3293619874952826,35,0.0790434270833333,61.793958333333336,2.623064479166666,-1.1276,5.5709,89.876165625,-4.3394,355.76,2.8868458333333336,37.4,0.282,0.0
2018-09-01,0.0,0.337884138748336,36,0.2477111,69.03958333333334,1.8203512291666664,-0.60663,3.2537,47.89857791666666,-4.3411,134.07,2.1904172916666664,37.3,0.002,0.0
2018-09-02,0.0,0.3464062900013894,37,0.0991515416666666,59.34854166666667,4.8373116666666665,-0.53377,8.5217,122.18828172916666,-3.8492,393.85,3.70498875,37.2,0.291,0.0
2018-09-03,0.0,0.3549284412544428,38,0.1489522708333333,84.46791666666667,2.1645519791666668,-0.37194,4.9519,124.50131475,-3.3421,504.38,1.157471666666667,37.0,0.717,0.0
2018-09-04,0.0,0.3634505925074962,39,0.1422764708333333,80.29104166666666,1.5308299166666668,-0.85637,5.1397,128.04802083333334,-4.3827,377.38,1.4508525,36.7,0.969,0.0
2018-09-05,0.0,0.3719727437605496,40,0.3001564583333333,65.51520833333333,0.83840618125,-3.2105,5.0668,126.833365625,-4.485,368.32,2.441381041666667,36.4,0.286,0.0
2018-09-06,0.0,0.380494895013603,41,0.2507067229166667,61.11041666666667,1.8867520416666668,-1.3398,4.8709,125.31117979166667,-4.4902,361.53,2.833845625,36.2,-0.182,0.0
2018-09-07,0.0,0.378499113968583,42,0.1923228125,79.97145833333333,0.6264223958333334,-2.0414,4.9185,100.06662875,-3.6074,348.38,1.38005125,35.9,-0.324,0.0
2018-09-08,0.0,0.376503332923563,43,0.2056924068958333,85.7075,1.14299875,-2.2567,4.8822,113.84321,-3.3686,357.99,1.0705970833333334,35.4,-0.355,0.0
2018-09-09,0.0,0.374507551878543,44,0.2425558333333333,86.8975,1.53545275,-1.4221,4.8106,84.05423041666667,-4.0295,336.28,0.9883203958333334,35.0,-0.327,0.0
2018-09-10,0.0,0.372511770833523,45,0.3722864583333333,80.35604166666667,1.4850782291666669,-1.9606,3.8148,15.001172291666668,-4.2815,55.578,1.3593691666666663,34.6,-0.331,1.7
2018-09-11,0.0,0.370515989788503,46,0.45591175,84.31625,3.36433125,1.9147,4.3101,5.9693981250000006,-4.1294,23.258,1.222589375,34.9,-0.17,16.8
2018-09-12,0.0,0.368520208743483,47,0.2630405175,82.486875,3.038158333333333,1.1097,4.6181,54.078837291666666,-2.4778,307.23,1.33633125,38.6,0.561,1.6
2018-09-13,0.0,0.366524427698463,48,0.205389775,73.65083333333334,1.81634575625,-0.26341,4.3203,100.45640625,-4.4177,310.97,1.8706354166666663,38.0,0.264,0.0
2018-09-14,0.0,0.364528646653443,49,0.141995330625,79.22145833333333,-0.5552265320833333,-1.6752,0.73393,47.718671875000005,-4.5139,150.8,1.2239329166666666,37.3,-0.098,0.0
2018-09-15,0.0,0.362532865608423,50,0.1445909604166666,86.57187499999999,-1.7154679166666666,-3.8376,-0.79325,50.080421875000006,-4.1648,172.53,0.7238631249999999,36.6,-0.315,0.0
2018-09-16,0.0,0.360537084563403,51,0.1388829791666666,78.81770833333333,-1.934568125,-3.9606,-0.93237,82.454000625,-4.4302,301.75,1.1319079166666668,36.2,-0.346,0.0
2018-09-17,0.0,0.358541303518383,52,0.13608071875,77.74145833333334,-2.554225520833333,-4.8051,0.025888,88.68453958333333,-4.291,308.79,1.1769270833333334,35.8,-0.294,0.0
2018-09-18,0.0,0.356545522473363,53,0.1380355625,80.66375000000001,-3.3951877083333333,-5.9312,-0.43227,89.499040625,-4.0519,285.02,0.9606616666666666,35.4,-0.297,0.0
2018-09-19,0.0,0.354549741428343,54,0.2490189375,66.19979166666667,-4.035329166666666,-6.4838,-1.955,87.07592291666667,-3.8763,332.11,1.6018708333333331,35.2,-0.28,0.0
2018-09-20,0.0,0.352553960383323,55,0.2845871875,49.09916666666667,-3.248345833333333,-5.6496,-1.3841,39.39766645833333,-4.4339,144.89,2.487208333333333,34.7,-0.263,0.0
2018-09-21,0.0,0.350558179338303,56,0.234508375,60.91041666666666,-5.5882625,-9.0846,-2.8886,77.13417666666668,-4.8309,265.5,1.646503125,25.3,-0.219,0.0
2018-09-22,0.0,0.348562398293283,57,0.2487407708333333,63.08708333333333,-7.065108333333334,-9.6832,-3.6066,74.26664166666667,-4.3484,257.2,1.4048666666666667,11.6,-0.204,0.0
2019-06-09,0.0,0.6094983220100403,6,0.21492775,79.46145833333334,2.9081770833333334,1.0136,4.441,324.58779166666665,42.922,645.84,1.565346041666667,34.6,0.282,0.0
2019-06-10,0.0,0.4490576804861933,7,0.1737910645833333,90.07916666666668,1.6942335589583333,-0.38998,4.3703,338.8957708333333,54.077,672.4,0.7087814583333333,33.9,0.567,0.0
2019-06-11,0.0,0.2886170389623464,8,0.289484125,84.29208333333334,2.8711800833333334,-2.0842,6.5378,361.4163125,43.501,653.66,1.350240041666667,33.2,1.018,0.0
2019-06-12,0.0,0.4656977877020836,9,0.0983970833333333,79.0325,5.341958333333333,2.112,9.2835,317.7955625,57.177,700.74,1.990359375,32.0,1.699,0.0
2019-06-13,0.0,0.3130619585514068,10,0.3758130541666666,69.1975,9.924454166666669,2.7705,15.506,373.5073125,71.391,647.69,4.157354166666667,30.9,2.9,0.1
2019-06-14,0.0,0.421196037530899,11,0.0734354770833333,75.61416666666666,6.722916666666666,4.106,15.24,369.16220833333335,55.766,651.37,2.6555125,30.0,3.847,0.0
2019-06-15,0.0,0.3578323225180308,12,0.0061485,64.82270833333332,8.8986,3.3177,13.104,358.3201875,57.673,653.51,4.352960416666667,29.2,4.47,0.1
2019-06-16,0.0,0.3575307461950514,13,-0.0725330833333333,70.0025,8.25383125,2.8086,11.653,136.19208333333333,38.369,302.7,3.4447854166666665,28.9,4.22,0.4
2019-06-17,0.0,0.357229169872072,14,-0.1829069249999999,76.97687499999999,7.214620833333334,3.2617,10.438,244.332375,42.049,692.79,2.493037708333333,28.6,4.228,0.1
2019-06-18,0.0,0.3569275935490926,15,-0.5999469791666666,85.16229166666666,4.688647916666667,2.0067,6.8381,264.5196041666667,52.15,658.46,1.3211216666666667,28.4,4.164,0.2
2019-06-19,0.0,0.3954800878335933,16,-0.5103190625,95.01041666666669,0.6387647645833333,-0.554,2.5678,281.0198541666667,26.724,645.2,0.33140575,28.3,4.093,0.0
2019-06-20,0.0,0.434032582118094,17,-0.5765551916666667,95.04375,0.5317916458333334,-0.65506,2.2563,249.99339583333327,30.525,674.17,0.3271960625,28.2,3.756,0.0
2019-06-21,0.0,0.4177192843511551,18,-0.5861259791666666,94.12083333333334,1.4941935416666663,-1.2995,3.9774,251.15266666666665,27.95,626.7,0.4295540208333333,28.0,3.732,0.0
2019-06-22,0.0,0.4014059865842163,19,-0.3334887499999999,97.44583333333333,1.73808375,0.13364,2.9284,117.72441666666668,19.669,363.61,0.1789593958333333,28.0,3.55,0.0
2019-06-23,0.0,0.3850926888172775,20,-0.9376480625,94.35833333333332,0.1231886041666666,-1.6583,1.7205,259.9970625,30.55,650.15,0.3606856249999999,27.8,3.114,0.0
2019-06-24,0.0,0.3687793910503387,21,-0.6242329166666667,67.69208333333333,6.2141016250000005,-1.3113,10.464,381.8815416666666,58.764,660.36,3.4860958333333336,27.7,4.028,0.0
2019-06-25,0.0,0.3794355174713547,22,-0.842598125,45.76833333333334,9.845035416666668,6.124,13.353,371.5475416666666,58.874,656.22,6.837591666666667,27.5,5.246,0.0
2019-06-26,0.0,0.4301808899123919,23,-0.988144375,46.73166666666666,8.737127083333332,6.5552,13.01,372.1720416666667,58.187,657.6,6.068972916666667,27.4,5.129,0.0
2019-06-27,0.0,0.4312598884105682,24,-0.9198391666666668,55.153125,8.52853125,5.1981,13.653,370.5741875000001,57.853,662.5,5.229410416666666,27.3,5.214,0.0
2019-06-28,0.0,0.4228510316606369,25,-0.6322127916666667,81.911875,5.136533333333333,2.6153,7.4456,126.4973125,26.276,274.61,1.6210475000000002,27.3,4.717,0.0
2019-06-29,0.0,0.4144421749107055,26,-0.69773046875,81.63395833333334,5.100502083333333,2.9549,8.1199,136.74729166666663,16.619,525.06,1.680295625,27.4,3.96,0.0
2019-06-30,0.0,0.4060333181607742,27,-0.32700570625,81.79645833333333,4.635466666666667,3.3177,5.7029,89.47539583333332,18.4,333.59,1.5556325,27.4,3.628,0.2
2019-07-01,0.0,0.3976244614108429,28,-0.1778864375,81.39458333333333,5.779845833333333,2.5025,9.3534,67.37699583333334,9.2258,226.42,1.8573966666666664,27.4,3.112,2.2
2019-07-02,0.0,0.3892156046609116,29,-0.8523235416666667,66.345625,10.232935416666669,2.6726,17.409,249.02008333333333,16.596,686.5,5.030334166666667,27.8,3.825,1.2
2019-07-03,0.0,0.4515648080881341,30,-1.005194425,61.24,10.796645833333336,6.7068,14.111,358.08329166666664,43.334,637.7,5.231814583333333,27.8,5.517,0.0
2019-07-04,0.0,0.4027137123740739,31,-1.2724622916666666,77.11520833333334,6.960589583333333,4.7034,8.6604,357.51477083333333,57.623,630.21,2.3291375,27.8,5.957,0.0
2019-07-05,0.0,0.4937948144065541,32,-1.2084502083333333,66.90125,9.635745833333331,4.8385,13.161,357.4169375,58.297,636.16,4.25943125,28.0,5.98,0.0
2019-07-06,0.0,0.4686269990855518,33,-0.580430875,58.720625000000005,10.761972916666666,8.2444,15.162,107.77433333333332,23.273,251.87,5.597164583333334,28.0,6.003,0.0
2019-07-07,0.0,0.4434591837645495,34,-0.5174040104166667,71.97104166666666,9.15086875,7.0954,10.96,108.77937916666669,8.2902,287.1,3.2949895833333334,28.1,5.134,0.1
2019-07-08,0.0,0.4182913684435473,35,-1.1264766666666668,75.55312500000001,9.23663125,5.9432,15.028,316.958125,15.652,613.22,3.152477083333333,28.2,5.493,0.2
2019-07-09,0.0,0.4720037536961691,36,-1.2305957916666668,89.76041666666667,4.329660416666667,1.5247,6.7055,291.22954166666665,37.409,614.31,0.8883602083333333,28.2,5.735,0.0
2019-07-10,0.0,0.4963080454135188,37,-1.0205622583333334,92.45,2.3299147916666665,0.23431,5.4343,283.05139583333334,18.965,625.69,0.6034695833333333,28.2,5.261,0.0
2019-07-11,0.0,0.4694657280952223,38,-1.02815125625,94.29166666666669,1.7520055729166666,-0.029309,3.7099,211.977375,37.037,533.8,0.4187162499999999,28.2,4.935,0.0
2019-07-12,0.0,0.4426234107769259,39,-1.0564042291666669,90.163125,2.992647708333333,0.40554,5.399,312.30808333333334,29.446,621.66,0.8104685416666667,28.2,4.897,0.0
2019-07-13,0.0,0.3969305604696274,40,-0.9697865625,79.67999999999999,5.939935416666667,2.1262,8.3661,336.1410833333333,54.204,610.97,1.99533375,28.2,5.281,0.0
2019-07-14,0.0,0.3960026015519304,41,-0.9184808333333332,75.37770833333333,8.696039583333333,4.4163,12.743,292.56879166666664,54.065,624.94,2.9720145833333333,28.2,5.956,0.0
2019-07-15,0.0,0.3939434885978699,42,-0.9468936708333334,66.50604166666666,10.881897916666668,6.4388,14.838,312.2718958333333,63.228,594.1,4.681560416666667,28.1,6.625,0.0
2019-07-16,0.0,0.3970388916672253,43,-0.8538130416666667,59.70875,11.943739583333333,6.3324,16.344,326.3055,56.33,605.69,6.29211875,28.0,6.85,0.0
2019-07-17,0.0,0.4122767148773527,44,-0.7537034458333333,93.2075,2.73423125,1.2934,6.4078,162.9439583333333,26.585,518.98,0.5265189583333333,28.0,6.104,0.0
2019-07-18,0.0,0.42751453808748,45,-0.793255625,88.77125,4.568383333333333,2.102,7.1749,210.0193333333333,12.339,563.31,1.0308372916666666,28.0,5.3,0.0
2019-07-19,0.0,0.4427523612976074,46,-0.7573606458333333,93.71666666666664,3.9427520833333336,1.6904,6.9406,233.6297291666667,20.865,607.59,0.5553393750000001,28.0,5.295,0.0
2019-07-20,0.0,0.4234611719486213,47,-0.8125166666666667,90.3125,4.887460416666667,1.4426,8.1171,280.1268125,14.009,580.91,0.9576047291666666,28.0,5.455,0.0
2019-07-21,0.0,0.3911121388276418,48,-0.7909747562499999,90.96020833333334,5.312695833333334,2.3709,9.0815,230.80983333333333,11.901,552.57,0.9007854166666666,28.0,5.954,0.0
2019-07-22,0.0,0.3924626012643177,49,-0.6858624999999999,77.13604166666666,7.570479166666666,4.7208,10.656,213.2765208333333,18.898,601.32,2.5022454166666668,27.9,6.138,0.0
