Date,Snow_Cover_Percentage,DSSM,NDVI_nonSR_Min,NDVI_nonSR_Median,NDVI_nonSR_Max,NEE_U50_f,VPD_f,TA,TA_min,TA_max,RG,RG_min,RG_max,RH,SWC_10cm,TS_10cm,D_SNOW,precipitation_rate,TA_lag1d,TA_lag3d,TA_lag7d,TA_lag14d,TS_lag1d,TS_lag3d,TS_lag7d,TS_lag14d,SWC_lag1d,SWC_lag3d,SWC_lag7d,SWC_lag14d,P_lag1d,P_lag3d,P_lag7d,P_lag14d
2018-06-18,100,-40,-0.09,-0.09,-0.08,0.01,0.31,-1.39,-3.26,-0.7,249.21,49.63,492.19,94.42,10.7,-1.85,1.25,0.0,-0.84,0.53,-0.8,-1.22,-2.02,-2.35,-3.45,-5.09,10.7,10.6,10.2,9.77,0.0,0.0,0.5,0.5
2018-06-19,100,-39,-0.09,-0.09,-0.09,0.02,0.15,-2.95,-4.23,-2.14,337.7,51.18,659.81,96.89,10.7,-1.68,1.21,0.0,-1.39,-0.52,-0.75,-1.13,-1.85,-2.06,-2.92,-4.72,10.7,10.67,10.36,9.88,0.0,0.0,0.5,0.5
2018-06-20,100,-38,-0.09,-0.09,-0.09,-0.01,0.58,-1.48,-5.11,1.75,386.2,82.32,675.39,90.12,10.7,-1.53,1.18,0.0,-2.95,-1.73,-0.81,-1.14,-1.68,-1.85,-2.51,-4.34,10.7,10.7,10.5,9.98,0.0,0.0,0.4,0.5
2018-06-21,100,-37,-0.11,-0.1,-0.09,0.0,1.03,1.22,-1.99,4.42,365.1,54.26,687.56,85.55,10.7,-1.45,1.16,0.2,-1.48,-1.94,-0.54,-1.14,-1.53,-1.69,-2.22,-3.95,10.7,10.7,10.59,10.08,0.0,0.0,0.4,0.5
2018-06-22,100,-36,-0.12,-0.1,-0.09,0.01,0.64,-0.13,-3.59,3.47,282.71,56.13,605.71,90.51,10.8,-1.4,1.14,0.0,1.22,-1.07,-0.43,-0.93,-1.45,-1.55,-1.94,-3.57,10.7,10.7,10.66,10.18,0.2,0.2,0.2,0.7
2018-06-23,100,-35,-0.13,-0.1,-0.09,0.0,0.93,2.27,1.42,4.13,200.03,41.43,444.78,87.14,10.8,-1.36,1.1,0.9,-0.13,-0.13,-0.7,-0.86,-1.4,-1.46,-1.75,-3.19,10.8,10.73,10.7,10.28,0.0,0.2,0.2,0.7
2018-06-24,100,-34,-0.13,-0.1,-0.1,0.0,0.66,1.47,0.5,5.2,339.4,55.35,742.35,90.58,10.8,-1.32,1.06,0.0,2.27,1.12,-0.47,-0.72,-1.36,-1.4,-1.61,-2.82,10.8,10.77,10.73,10.38,0.9,1.1,1.1,1.6
2018-06-25,100,-33,-0.14,-0.1,-0.1,0.01,0.85,1.97,0.14,4.05,296.39,41.15,602.56,88.44,10.8,-1.3,1.03,0.0,1.47,1.2,-0.14,-0.47,-1.32,-1.36,-1.51,-2.48,10.8,10.8,10.74,10.47,0.0,0.9,1.1,1.6
2018-06-26,100,-32,-0.14,-0.11,-0.1,-0.0,1.41,2.76,1.39,4.17,352.46,61.85,667.07,81.19,10.8,-1.28,0.98,0.1,1.97,1.9,0.34,-0.21,-1.3,-1.32,-1.43,-2.17,10.8,10.8,10.76,10.56,0.0,0.9,1.1,1.6
2018-06-27,100,-31,-0.15,-0.11,-0.1,-0.0,0.92,2.39,1.13,3.69,282.73,44.78,614.72,87.45,10.8,-1.26,0.95,0.0,2.76,2.06,1.15,0.17,-1.28,-1.3,-1.38,-1.94,10.8,10.8,10.77,10.64,0.1,0.1,1.2,1.6
2018-06-28,100,-30,-0.15,-0.11,-0.1,-0.01,2.04,4.36,2.2,6.78,371.72,36.41,664.45,75.97,10.8,-1.25,0.92,0.0,2.39,2.37,1.71,0.58,-1.26,-1.28,-1.34,-1.78,10.8,10.8,10.79,10.69,0.0,0.1,1.2,1.6
2018-06-29,100,-29,-0.17,-0.11,-0.1,-0.0,0.78,1.21,-1.16,3.81,366.01,66.85,689.13,88.98,10.8,-1.23,0.89,0.0,4.36,3.17,2.15,0.86,-1.25,-1.26,-1.31,-1.62,10.8,10.8,10.8,10.73,0.0,0.1,1.0,1.2
2018-06-30,100,-28,-0.17,-0.11,-0.09,0.0,0.5,1.04,-1.27,3.32,279.4,57.57,715.5,92.72,10.8,-1.22,0.87,0.0,1.21,2.65,2.35,0.82,-1.23,-1.25,-1.29,-1.52,10.8,10.8,10.8,10.75,0.0,0.0,1.0,1.2
2018-07-01,100,-27,-0.18,-0.11,-0.09,0.0,0.97,2.37,0.82,4.84,329.32,47.92,658.95,86.95,10.8,-1.2,0.83,0.0,1.04,2.2,2.17,0.85,-1.22,-1.23,-1.27,-1.44,10.8,10.8,10.8,10.76,0.0,0.0,0.1,1.2
2018-07-02,100,-26,-0.18,-0.11,-0.09,-0.0,0.5,0.78,-0.69,4.83,293.39,58.07,681.16,92.72,10.8,-1.19,0.81,0.0,2.37,1.54,2.3,1.08,-1.2,-1.22,-1.25,-1.38,10.8,10.8,10.8,10.77,0.0,0.0,0.1,1.2
2018-07-03,100,-25,-0.17,-0.11,-0.09,0.01,0.2,0.21,-0.81,1.78,242.32,25.2,566.32,96.88,10.9,-1.18,0.8,0.0,0.78,1.4,2.13,1.23,-1.19,-1.2,-1.23,-1.33,10.8,10.8,10.8,10.78,0.0,0.0,0.1,1.2
2018-07-04,100,-24,-0.17,-0.11,-0.09,0.01,0.42,0.91,-0.24,3.43,244.24,30.55,626.08,93.66,10.9,-1.17,0.76,0.0,0.21,1.12,1.76,1.46,-1.18,-1.19,-1.22,-1.3,10.9,10.83,10.81,10.79,0.0,0.0,0.0,1.2
2018-07-05,100,-23,-0.17,-0.11,-0.09,0.01,0.07,-0.43,-1.09,0.18,230.35,39.92,513.24,98.9,10.9,-1.15,0.75,0.0,0.91,0.63,1.56,1.63,-1.17,-1.18,-1.21,-1.27,10.9,10.87,10.83,10.81,0.0,0.0,0.0,1.2
2018-07-06,100,-22,-0.17,-0.11,-0.09,0.01,0.27,0.84,-1.62,3.07,154.91,25.62,307.37,96.16,10.9,-1.14,0.74,0.7,-0.43,0.23,0.87,1.51,-1.15,-1.17,-1.19,-1.25,10.9,10.9,10.84,10.82,0.0,0.0,0.0,1.0
2018-07-07,100,-21,-0.17,-0.11,-0.09,0.02,0.75,3.21,1.25,4.52,170.29,15.85,500.69,90.42,10.9,-1.14,0.7,2.3,0.84,0.44,0.82,1.58,-1.14,-1.15,-1.18,-1.23,10.9,10.9,10.86,10.83,0.7,0.7,0.7,1.7
2018-07-08,100,-20,-0.17,-0.11,-0.09,0.03,0.25,1.36,-1.14,4.56,283.28,22.3,620.09,96.57,10.9,-1.12,0.66,0.0,3.21,1.21,1.13,1.65,-1.14,-1.14,-1.17,-1.22,10.9,10.9,10.87,10.84,2.3,3.0,3.0,3.1
2018-07-09,100,-19,-0.17,-0.11,-0.08,0.04,0.09,-0.65,-1.57,0.61,294.33,24.85,667.25,98.4,11.0,-1.09,0.64,0.0,1.36,1.8,0.98,1.64,-1.12,-1.13,-1.16,-1.2,10.9,10.9,10.89,10.84,0.0,3.0,3.0,3.1
2018-07-10,100,-18,-0.16,-0.11,-0.07,0.1,0.61,2.08,-0.42,5.83,351.43,49.78,649.57,91.89,11.0,-1.07,0.61,0.0,-0.65,1.31,0.78,1.46,-1.09,-1.12,-1.14,-1.19,11.0,10.93,10.91,10.86,0.0,2.3,3.0,3.1
2018-07-11,100,-17,-0.14,-0.1,-0.06,0.11,0.62,2.11,0.29,4.24,350.3,60.74,643.26,91.37,11.1,-1.05,0.58,0.0,2.08,0.93,1.05,1.41,-1.07,-1.1,-1.13,-1.17,11.0,10.97,10.93,10.87,0.0,0.0,3.0,3.0
2018-07-12,100,-16,-0.13,-0.1,-0.03,0.11,2.82,5.35,1.6,10.66,351.03,61.65,649.07,70.37,11.1,-1.03,0.55,0.0,2.11,1.18,1.22,1.39,-1.05,-1.07,-1.11,-1.16,11.1,11.03,10.96,10.89,0.0,0.0,3.0,3.0
2018-07-13,100,-15,-0.11,-0.09,-0.01,0.18,3.16,5.02,1.19,8.43,343.85,29.14,647.09,65.37,11.2,-1.0,0.52,0.0,5.35,3.18,2.04,1.46,-1.03,-1.05,-1.09,-1.14,11.1,11.07,10.99,10.91,0.0,0.0,3.0,3.0
2018-07-14,99,-14,-0.12,-0.09,0.02,0.26,1.97,3.47,1.88,5.35,306.37,30.74,647.39,75.19,11.3,-0.98,0.5,0.0,5.02,4.16,2.64,1.73,-1.0,-1.03,-1.07,-1.13,11.2,11.13,11.03,10.94,0.0,0.0,2.3,3.0
2018-07-15,95,-13,-0.12,-0.09,0.04,0.2,2.06,4.96,2.02,7.92,264.75,18.66,634.95,76.69,11.3,-0.95,0.46,0.0,3.47,4.61,2.68,1.9,-0.98,-1.0,-1.05,-1.11,11.3,11.2,11.09,10.98,0.0,0.0,0.0,3.0
2018-07-16,88,-12,-0.12,-0.09,0.04,0.31,1.34,2.83,1.65,4.36,247.63,54.94,607.5,82.25,11.4,-0.92,0.42,0.0,4.96,4.48,3.19,2.09,-0.95,-0.98,-1.02,-1.09,11.3,11.27,11.14,11.01,0.0,0.0,0.0,3.0
2018-07-17,72,-11,-0.12,-0.09,0.05,0.24,0.46,0.6,-1.06,2.19,219.46,29.48,500.26,93.07,11.6,-0.89,0.41,0.0,2.83,3.75,3.69,2.23,-0.92,-0.95,-1.0,-1.07,11.4,11.33,11.2,11.06,0.0,0.0,0.0,3.0
2018-07-18,57,-10,-0.12,-0.08,0.06,0.21,0.68,2.28,1.2,3.49,86.42,16.89,173.14,90.63,11.9,-0.87,0.4,0.0,0.6,2.79,3.48,2.26,-0.89,-0.92,-0.97,-1.05,11.6,11.43,11.29,11.11,0.0,0.0,0.0,3.0
2018-07-19,72,-9,-0.13,-0.08,0.07,0.27,2.95,5.67,3.17,8.91,239.45,13.08,633.73,68.97,12.3,-0.85,0.36,0.0,2.28,1.9,3.5,2.36,-0.87,-0.89,-0.95,-1.03,11.9,11.63,11.4,11.18,0.0,0.0,0.0,3.0
2018-07-20,76,-8,-0.14,-0.07,0.09,0.58,1.82,4.24,2.11,7.05,279.58,25.11,728.25,78.34,22.7,-0.84,0.31,0.0,5.67,2.85,3.55,2.79,-0.85,-0.87,-0.92,-1.01,12.3,11.93,11.57,11.28,0.0,0.0,0.0,3.0
2018-07-21,58,-7,-0.14,-0.05,0.12,0.39,0.75,2.79,0.79,4.49,320.27,23.8,623.02,90.11,44.2,-0.79,0.29,0.0,4.24,4.06,3.43,3.04,-0.84,-0.85,-0.9,-0.98,22.7,15.63,13.21,12.12,0.0,0.0,0.0,2.3
2018-07-22,41,-6,-0.16,-0.01,0.14,0.32,0.82,2.55,-0.75,5.22,319.23,27.87,623.77,89.34,44.3,-0.73,0.26,0.0,2.79,4.23,3.34,3.01,-0.79,-0.83,-0.87,-0.96,44.2,26.4,17.91,14.5,0.0,0.0,0.0,0.0
2018-07-23,27,-5,-0.15,0.02,0.16,0.53,4.55,7.26,0.77,11.78,319.24,18.56,647.82,60.86,42.4,-0.68,0.24,0.0,2.55,3.19,2.99,3.09,-0.73,-0.78,-0.84,-0.93,44.3,37.07,22.63,16.89,0.0,0.0,0.0,0.0
2018-07-24,22,-4,-0.13,0.06,0.19,0.44,2.94,5.91,2.02,9.63,284.89,21.3,614.47,69.41,40.8,-0.63,0.18,0.0,7.26,4.2,3.63,3.66,-0.68,-0.73,-0.81,-0.9,42.4,43.63,27.06,19.13,0.0,0.0,0.0,0.0
2018-07-25,9,-3,-0.12,0.07,0.21,0.25,1.33,4.16,2.25,5.86,240.98,28.33,526.89,84.23,40.8,-0.56,0.12,0.0,5.91,5.24,4.38,3.93,-0.63,-0.68,-0.77,-0.87,40.8,42.5,31.23,21.26,0.0,0.0,0.0,0.0
2018-07-26,7,-2,-0.11,0.08,0.22,-0.05,0.14,1.51,-0.09,3.14,228.76,15.2,584.88,98.01,40.8,-0.49,0.11,0.0,4.16,5.78,4.65,4.08,-0.56,-0.63,-0.73,-0.84,40.8,41.33,35.36,23.38,0.0,0.0,0.0,0.0
2018-07-27,5,-1,-0.1,0.1,0.23,0.19,0.3,1.59,-0.1,4.73,230.07,13.04,530.66,95.92,40.8,-0.42,0.11,0.0,1.51,3.86,4.06,3.8,-0.49,-0.56,-0.67,-0.8,40.8,40.8,39.43,25.5,0.0,0.0,0.0,0.0
2018-07-28,3,0,-0.09,0.11,0.24,0.3,1.12,4.92,1.81,7.57,291.82,17.05,583.39,87.56,40.8,-0.21,0.1,0.0,1.59,2.42,3.68,3.56,-0.42,-0.49,-0.61,-0.76,40.8,40.8,42.01,27.61,0.0,0.0,0.0,0.0
2018-07-29,0,1,-0.03,0.15,0.28,0.39,4.44,8.48,5.35,11.46,241.48,16.02,567.49,60.66,40.7,0.22,0.09,0.0,4.92,2.67,3.99,3.66,-0.21,-0.37,-0.53,-0.7,40.8,40.8,41.53,29.72,0.0,0.0,0.0,0.0
2018-07-30,0,2,-0.03,0.16,0.28,0.29,2.7,6.48,4.57,8.46,74.14,11.85,161.56,72.35,40.7,0.33,0.1,1.3,8.48,5.0,4.83,3.91,0.22,-0.14,-0.4,-0.62,40.7,40.77,41.01,31.82,0.0,0.0,0.0,0.0
2018-07-31,0,3,-0.02,0.16,0.29,0.1,1.68,6.12,4.2,7.81,203.38,10.46,535.94,82.55,40.7,0.71,0.09,0.0,6.48,6.62,4.72,4.17,0.33,0.11,-0.25,-0.53,40.7,40.73,40.77,33.91,1.3,1.3,1.3,1.3
2018-08-01,0,4,-0.01,0.17,0.29,0.28,0.99,5.64,3.08,7.99,61.3,9.49,202.86,89.31,40.8,0.7,0.09,9.7,6.12,7.03,4.75,4.57,0.71,0.42,-0.06,-0.42,40.7,40.7,40.76,35.99,0.0,1.3,1.3,1.3
